Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,weighted_pollution,pm_fine_ratio,population_exposure
31.6,97.6,85.9,101.9,45.0,25.8,1.82,7.4,804,Poor,76.51,0.8429833169774289,209377.68000000002
23.3,42.6,7.4,10.6,23.7,5.2,1.14,13.4,292,Good,11.4,0.6981132075471699,14027.68
26.7,100.1,3.9,18.1,30.7,15.5,1.62,3.7,457,Poor,14.680000000000001,0.21546961325966849,31907.74
31.3,100.3,7.0,26.4,30.4,20.2,2.19,4.2,770,Poor,18.819999999999997,0.26515151515151514,66366.3
29.6,83.0,4.0,14.1,22.2,3.2,1.05,11.9,225,Good,10.59,0.28368794326241137,10023.75
25.3,83.3,33.9,44.0,35.9,9.1,1.41,6.2,488,Moderate,34.849999999999994,0.7704545454545454,60663.28
26.4,60.3,6.5,13.2,21.8,5.1,0.88,11.1,412,Good,11.43,0.49242424242424243,19561.76
23.9,61.4,28.2,40.3,37.0,11.3,1.56,6.9,559,Moderate,31.899999999999995,0.6997518610421837,66163.24
23.9,61.8,3.2,9.9,18.6,5.2,0.93,13.6,438,Good,8.49,0.32323232323232326,16569.54
32.5,71.3,11.8,30.9,26.1,23.5,2.16,5.4,730,Poor,21.560000000000002,0.3818770226537217,68955.8
38.7,71.9,5.4,31.0,50.3,15.6,2.81,6.4,503,Hazardous,23.08,0.17419354838709677,52870.33
32.4,83.3,2.3,18.4,30.9,15.1,1.54,5.0,355,Moderate,14.129999999999999,0.125,24225.199999999997
26.7,71.3,6.2,12.7,23.6,5.9,1.04,11.1,389,Good,11.600000000000001,0.4881889763779528,19232.16
50.9,79.9,22.5,52.0,38.2,9.0,2.65,8.4,611,Hazardous,33.14,0.4326923076923077,75977.85
34.7,88.9,8.9,16.1,33.3,8.5,1.19,6.0,447,Moderate,15.9,0.5527950310559006,30391.53
33.5,56.1,0.1,8.8,31.2,5.7,1.41,5.6,351,Moderate,9.49,0.011363636363636364,16570.71
26.0,54.9,16.6,22.4,21.3,7.0,1.02,12.2,210,Good,18.32,0.7410714285714287,14347.199999999999
28.2,68.1,7.2,9.1,20.8,4.7,1.07,10.2,379,Good,10.24,0.7912087912087913,16247.73
23.4,42.5,1.9,6.4,20.6,4.3,1.19,11.3,493,Good,7.2299999999999995,0.29687499999999994,16954.27
25.6,52.6,1.9,3.6,13.5,6.2,1.07,11.4,492,Good,5.16,0.5277777777777778,12924.84
22.5,41.5,0.3,7.1,17.3,3.2,1.01,11.4,212,Good,6.030000000000001,0.04225352112676056,6128.92
33.5,75.7,2.3,18.1,29.4,10.1,1.45,6.0,633,Moderate,13.24,0.12707182320441987,38834.55
47.2,78.4,17.9,46.0,42.9,21.1,2.36,2.8,517,Hazardous,31.65,0.38913043478260867,67344.42000000001
35.8,60.1,2.9,13.9,22.2,14.5,1.59,7.7,661,Moderate,11.219999999999999,0.20863309352517984,36414.490000000005
29.5,72.7,9.3,25.0,21.2,9.7,1.59,7.5,404,Moderate,16.43,0.37200000000000005,26983.160000000003
31.7,47.3,1.2,6.9,11.5,5.5,1.18,15.7,451,Good,5.3999999999999995,0.17391304347826086,11852.28
21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,207,Good,7.82,0.21176470588235294,7894.9800000000005
40.0,66.1,21.7,41.3,28.1,2.7,1.66,5.9,745,Poor,26.96,0.5254237288135594,71117.70000000001
39.1,82.4,24.3,49.8,28.2,11.5,2.03,8.5,818,Poor,31.449999999999996,0.4879518072289157,94748.94
27.2,43.8,18.4,23.1,21.5,2.6,1.03,12.1,253,Good,18.85,0.7965367965367964,16857.39
39.6,96.2,47.1,65.4,35.8,17.1,2.03,5.2,661,Poor,47.330000000000005,0.7201834862385321,110671.22999999998
40.2,91.9,22.3,34.2,43.7,17.4,2.07,3.1,900,Hazardous,29.66,0.652046783625731,107703.0
26.4,77.1,20.6,24.8,24.1,12.4,1.46,6.7,576,Moderate,21.740000000000002,0.8306451612903226,48015.36
47.4,93.1,72.7,96.6,34.3,14.9,2.54,5.7,797,Hazardous,66.41,0.7525879917184266,176168.88
29.7,74.4,0.6,6.0,22.4,3.5,0.74,11.6,583,Good,6.869999999999999,0.09999999999999999,19378.920000000002
25.2,63.2,8.9,19.6,41.7,9.9,2.14,5.1,473,Poor,18.77,0.45408163265306123,38899.52
25.0,75.7,4.7,9.3,21.2,5.2,1.15,16.0,541,Good,9.43,0.5053763440860215,22478.55
30.8,67.6,6.0,15.4,29.2,6.0,1.42,8.7,564,Moderate,13.459999999999999,0.38961038961038963,32723.28
30.2,56.8,0.2,4.7,24.6,10.2,1.49,5.3,696,Moderate,7.4300000000000015,0.0425531914893617,28668.24
21.5,74.6,0.3,8.1,15.9,6.3,1.02,15.6,381,Good,6.36,0.037037037037037035,12047.220000000001
33.1,84.4,3.7,9.5,17.2,8.9,1.61,5.7,504,Moderate,8.66,0.38947368421052636,20618.64
24.1,47.5,22.8,26.0,26.5,4.1,0.91,12.2,406,Good,22.630000000000003,0.8769230769230769,32605.86
35.4,84.6,34.1,42.9,23.9,9.4,1.63,9.1,629,Moderate,32.23,0.7948717948717949,70403.97
25.8,76.6,8.6,16.5,22.4,6.2,0.99,16.7,514,Good,13.490000000000002,0.5212121212121212,28110.660000000003
24.7,51.4,18.6,23.5,17.1,5.5,1.01,12.1,443,Good,18.460000000000004,0.7914893617021277,29109.530000000002
23.1,100.8,7.4,30.0,28.5,16.3,1.8,7.2,711,Poor,19.29,0.24666666666666667,59724.0
54.6,90.7,48.9,62.9,30.1,11.5,2.74,3.7,617,Hazardous,45.6,0.7774244833068362,96338.38
35.9,87.0,26.4,34.1,29.2,17.2,1.33,6.5,619,Moderate,28.349999999999998,0.7741935483870968,66994.37
30.5,75.1,21.5,34.0,25.6,7.6,1.21,6.1,401,Moderate,24.68,0.6323529411764706,36053.909999999996
32.0,48.8,0.7,15.8,16.9,8.6,1.65,5.2,662,Moderate,9.26,0.044303797468354424,28896.3
28.3,52.1,5.1,9.8,19.3,2.7,0.9,10.9,271,Good,9.11,0.520408163265306,10243.800000000001
31.2,75.9,57.6,80.4,38.9,28.6,2.15,3.4,463,Poor,57.800000000000004,0.7164179104477612,96141.95
27.5,55.1,3.8,14.9,20.3,5.2,1.38,6.3,629,Moderate,10.57,0.25503355704697983,28669.820000000003
42.7,63.3,82.1,103.4,45.4,29.3,2.26,7.4,747,Poor,75.87,0.7940038684719535,196057.62
30.2,77.2,34.4,44.0,33.6,12.7,1.34,6.4,372,Moderate,34.95,0.7818181818181817,46886.880000000005
36.0,70.7,69.5,78.1,29.1,16.2,2.28,7.2,420,Poor,58.669999999999995,0.8898847631241998,81975.59999999999
36.5,103.6,19.1,50.4,49.3,7.4,2.15,3.3,879,Hazardous,33.36,0.378968253968254,112819.65
26.3,54.7,2.0,8.2,27.9,3.4,1.05,17.0,330,Good,9.18,0.24390243902439027,14041.499999999998
53.1,70.2,60.3,81.9,32.2,16.0,2.28,2.7,526,Hazardous,56.73,0.7362637362637362,101349.68
26.5,52.8,1.2,10.0,26.5,3.4,0.91,12.1,377,Good,9.120000000000001,0.12,15837.769999999999
20.3,66.8,18.9,21.1,25.5,5.0,0.96,11.3,416,Good,19.490000000000002,0.895734597156398,29727.359999999997
30.0,66.1,17.3,25.3,30.5,6.0,1.55,8.0,482,Moderate,21.210000000000004,0.6837944664031621,38873.299999999996
32.0,79.0,117.8,127.8,39.4,28.4,2.75,9.2,774,Hazardous,96.18,0.9217527386541471,244700.09999999998
26.2,41.0,0.3,6.4,23.4,7.3,1.05,10.5,432,Good,7.449999999999999,0.04687499999999999,16610.399999999998
24.6,46.5,5.9,13.0,14.2,6.7,0.96,10.5,547,Good,9.77,0.4538461538461539,22295.719999999998
24.3,72.9,1.9,10.4,22.7,2.1,0.89,10.8,300,Good,8.63,0.18269230769230768,11397.0
22.7,70.9,15.8,19.6,17.4,5.6,0.99,11.4,516,Good,16.24,0.8061224489795918,30645.240000000005
23.8,57.9,21.9,27.3,21.9,4.3,1.02,11.1,336,Good,21.759999999999998,0.8021978021978021,25677.12
24.3,69.1,60.1,76.5,21.4,9.2,1.44,5.7,512,Moderate,52.190000000000005,0.7856209150326797,86343.68
32.7,94.8,7.8,15.2,34.1,9.8,1.63,5.4,392,Moderate,15.48,0.5131578947368421,26863.760000000002
29.0,51.7,8.4,13.0,16.5,5.0,1.01,10.1,226,Good,11.06,0.6461538461538462,9923.66
27.7,69.1,13.6,19.1,21.6,4.6,1.07,10.5,231,Good,15.950000000000003,0.7120418848167539,13853.070000000002
24.6,64.6,17.1,20.3,20.5,6.7,0.9,10.5,355,Good,17.700000000000003,0.8423645320197045,23252.500000000004
21.9,77.4,21.1,27.8,21.1,4.5,1.03,10.0,384,Good,21.45,0.7589928057553957,29003.52
23.7,75.4,8.4,15.0,24.2,2.6,1.01,11.5,275,Good,12.959999999999999,0.56,14082.75
26.7,41.8,1.5,6.5,25.5,2.5,1.07,10.5,303,Good,7.9,0.23076923076923078,11232.210000000001
32.8,81.0,13.6,22.2,35.2,7.3,1.31,9.1,534,Moderate,19.87,0.6126126126126126,42511.74
28.9,109.5,3.6,21.7,62.1,13.5,2.35,2.7,678,Hazardous,21.720000000000002,0.16589861751152074,70003.5
29.7,80.8,7.3,14.8,30.4,7.2,1.73,8.4,606,Moderate,14.160000000000002,0.4932432432432432,37226.58
20.0,79.1,1.4,3.5,22.5,4.8,0.89,10.3,407,Good,6.59,0.39999999999999997,13467.630000000001
32.9,66.9,5.2,8.6,30.6,14.0,1.47,10.5,485,Moderate,12.180000000000001,0.6046511627906977,29036.95
21.8,69.0,0.7,7.9,10.2,6.3,0.95,11.6,489,Good,5.319999999999999,0.08860759493670885,12738.449999999999
20.5,58.3,1.8,6.7,14.6,4.8,0.78,16.0,260,Good,6.130000000000001,0.26865671641791045,7456.8
25.4,59.1,16.0,16.6,15.2,6.8,1.04,10.5,439,Good,15.100000000000001,0.9638554216867469,24425.959999999995
22.2,74.0,90.0,99.8,29.1,10.7,1.94,5.2,573,Poor,72.82999999999998,0.9018036072144289,132672.41999999998
40.6,95.1,37.4,46.7,42.9,21.3,2.16,2.8,679,Hazardous,39.68,0.8008565310492505,102162.33999999998
33.2,60.0,54.5,65.5,20.2,7.9,1.42,9.0,418,Moderate,46.28,0.8320610687022901,62499.35999999999
28.5,69.0,16.3,25.3,23.0,7.7,1.71,5.5,344,Moderate,19.48,0.6442687747035574,25459.440000000002
30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465,Hazardous,20.62,0.20529801324503313,43249.65
34.9,96.2,48.5,66.5,29.0,15.2,2.4,6.0,569,Poor,46.67000000000001,0.7293233082706767,91950.4
28.0,76.6,24.8,35.9,28.1,13.4,1.53,7.4,440,Moderate,27.650000000000002,0.6908077994428969,45641.20000000001
27.0,92.6,9.9,20.1,24.3,11.1,1.19,6.2,453,Moderate,15.96,0.4925373134328358,30165.27
24.1,65.6,0.2,7.1,24.7,6.1,1.1,13.2,370,Good,7.760000000000001,0.028169014084507046,14503.999999999998
34.0,63.3,3.0,23.6,28.6,14.2,2.07,10.1,548,Poor,15.420000000000002,0.1271186440677966,39165.56
25.7,69.3,64.5,78.8,26.5,10.3,1.87,12.2,579,Poor,55.769999999999996,0.8185279187817259,105360.63000000002
23.5,62.5,1.8,7.3,25.2,3.4,1.16,11.7,501,Good,8.290000000000001,0.24657534246575344,19468.86
22.1,50.4,4.0,11.5,14.3,9.7,0.95,13.6,466,Good,8.88,0.34782608695652173,18849.7
29.6,44.2,24.7,27.3,27.5,7.7,1.01,10.5,315,Good,24.34,0.9047619047619048,27786.15
38.8,90.1,63.2,69.5,44.7,23.5,2.35,3.5,771,Hazardous,57.419999999999995,0.9093525179856116,156705.74999999997
29.8,62.8,22.2,32.8,36.9,1.1,1.55,5.0,437,Moderate,26.209999999999997,0.676829268292683,41318.35
26.6,54.5,3.9,10.3,24.2,5.5,1.09,10.3,580,Good,10.040000000000001,0.37864077669902907,26094.200000000004
35.5,84.7,9.4,20.0,25.3,14.9,1.55,6.7,626,Moderate,16.310000000000002,0.47000000000000003,44539.899999999994
37.1,72.4,60.3,68.4,35.5,14.0,2.17,3.4,580,Poor,53.14,0.8815789473684209,104614.59999999999
35.4,65.0,22.6,46.2,37.5,23.0,2.01,3.7,509,Poor,32.7,0.48917748917748916,66836.79000000001
42.2,66.0,33.3,51.4,48.0,12.8,2.54,3.6,709,Hazardous,39.620000000000005,0.6478599221789882,104960.36
24.7,79.4,5.9,9.0,19.3,0.7,0.91,10.6,219,Good,8.990000000000002,0.6555555555555556,7842.3899999999985
28.7,63.6,4.2,10.2,20.8,3.2,0.92,11.6,487,Good,9.22,0.411764705882353,19148.84
20.8,68.0,7.4,11.4,10.6,7.4,0.95,10.8,316,Good,9.24,0.6491228070175439,11929.000000000002
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,385,Good,20.5,0.7865612648221343,27981.800000000003
34.4,85.0,31.7,53.6,50.5,35.4,2.5,3.8,822,Hazardous,42.4,0.5914179104477612,142781.4
19.4,70.6,8.2,14.2,21.1,0.4,0.99,10.2,262,Good,11.799999999999999,0.5774647887323944,11761.18
26.0,68.3,7.8,13.9,11.7,2.7,0.99,12.3,307,Good,9.899999999999999,0.5611510791366906,11386.63
50.3,97.4,17.5,38.7,46.5,32.9,2.49,4.8,588,Hazardous,31.2,0.45219638242894056,81196.92
20.5,80.0,1.0,3.2,23.6,2.8,0.91,13.4,276,Good,6.36,0.3125,8696.76
36.7,75.1,19.7,40.7,38.1,26.6,2.67,11.5,875,Hazardous,30.37,0.484029484029484,111798.75
24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341,Good,11.290000000000001,0.76,14127.63
34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522,Moderate,13.75,0.18716577540106952,32040.36
37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,684,Hazardous,24.830000000000002,0.49853372434017595,66799.44
29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,637,Moderate,13.35,0.10625,41793.57
23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,499,Good,9.350000000000001,0.5189873417721518,21821.27
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198,Good,5.5200000000000005,0.025641025641025644,5801.400000000001
26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,205,Good,6.1,0.22807017543859648,6205.349999999999
24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,360,Good,6.65,0.42028985507246375,11570.4
24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,544,Good,18.76,0.6486486486486487,36431.68
25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,282,Good,9.86,0.4107142857142857,12219.06
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376,Moderate,12.790000000000001,0.05555555555555556,22402.079999999998
44.0,80.4,18.0,29.5,27.9,8.5,2.12,4.1,685,Poor,22.480000000000004,0.6101694915254238,58923.700000000004
22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,Good,21.69,0.7164179104477612,28327.079999999998
30.8,47.7,11.0,16.4,25.7,5.5,1.11,10.1,332,Good,15.010000000000002,0.6707317073170732,19823.719999999998
22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,447,Good,7.120000000000001,0.46428571428571425,13848.060000000001
43.3,59.3,62.2,74.7,33.0,19.2,2.44,3.6,801,Poor,55.81000000000001,0.8326639892904953,153423.54
26.7,54.1,4.7,16.1,21.0,6.3,1.24,5.7,613,Moderate,11.540000000000001,0.2919254658385093,30245.420000000002
27.3,67.7,2.4,9.2,24.6,7.6,1.13,11.1,249,Good,9.4,0.2608695652173913,11187.57
26.3,47.2,3.0,5.5,24.7,0.7,1.08,10.7,368,Good,7.860000000000001,0.5454545454545454,12872.64
38.1,61.3,8.5,27.1,21.9,13.0,1.61,5.5,343,Moderate,17.21,0.3136531365313653,24733.73
44.8,113.0,30.2,52.0,41.5,23.3,2.53,3.3,677,Hazardous,38.31,0.5807692307692307,101231.81
26.6,55.2,9.7,11.1,23.5,15.7,1.87,7.1,576,Moderate,13.48,0.8738738738738738,35637.119999999995
35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649,Poor,22.35,0.6830188679245284,57981.659999999996
30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,555,Moderate,13.23,0.5934959349593495,32955.9
33.4,86.5,169.2,194.7,48.7,4.6,2.36,6.5,737,Poor,136.29,0.8690292758089369,309215.72000000003
27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,422,Moderate,17.15,0.5945945945945946,28016.58
30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,Moderate,23.57,0.5736677115987461,46925.04000000001
23.5,67.6,0.2,4.3,24.5,6.4,1.19,14.6,412,Good,6.91,0.04651162790697675,15075.079999999998
39.0,87.2,32.8,43.8,29.9,9.0,1.03,7.6,482,Moderate,33.13999999999999,0.7488584474885844,56167.46
33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,523,Moderate,42.27,0.7512116316639742,72283.83
40.6,85.2,31.6,44.8,30.5,19.0,2.66,4.5,554,Poor,34.08,0.7053571428571429,71222.24
21.8,53.6,1.9,13.1,20.8,9.0,1.43,5.0,309,Moderate,9.75,0.1450381679389313,14285.07
27.4,64.6,21.8,37.7,22.3,5.6,1.45,6.4,465,Moderate,25.05,0.5782493368700266,41315.25
31.3,65.1,26.0,33.8,27.3,22.0,2.01,4.4,631,Poor,28.2,0.7692307692307693,70110.41
29.9,86.8,33.4,41.3,20.6,8.3,1.46,10.6,295,Moderate,30.700000000000003,0.8087167070217918,30992.699999999997
30.6,93.2,5.5,9.5,28.7,15.3,1.41,5.9,393,Moderate,12.32,0.5789473684210527,23741.129999999997
36.6,68.4,28.3,42.4,44.2,6.6,2.11,3.8,726,Poor,33.54,0.6674528301886793,89740.86
28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,291,Good,12.229999999999999,0.5266272189349113,13167.75
42.1,87.0,83.5,97.7,42.5,5.3,2.18,11.6,712,Poor,71.74,0.8546571136131013,164600.16
25.6,49.2,1.5,5.8,10.9,3.8,1.04,15.7,293,Good,4.8999999999999995,0.25862068965517243,6750.719999999999
35.9,98.2,11.4,18.9,54.1,32.5,2.71,3.9,560,Hazardous,24.3,0.6031746031746033,66981.6
31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,Poor,27.619999999999997,0.5811965811965811,60533.020000000004
41.1,71.6,6.9,30.1,37.9,8.3,1.8,3.8,713,Poor,20.199999999999996,0.2292358803986711,60604.99999999999
25.6,66.5,8.5,14.5,12.9,3.7,0.94,13.2,354,Good,10.7,0.5862068965517241,14351.16
24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,581,Good,7.75,0.4230769230769231,20886.95
24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,437,Good,15.1,0.7225130890052356,25302.300000000003
27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705,Poor,17.48,0.5240641711229947,56273.100000000006
32.4,80.4,36.4,52.2,36.8,21.1,1.76,9.0,643,Poor,39.69,0.6973180076628351,95331.18
34.4,72.7,26.3,39.6,29.3,14.9,1.51,9.0,439,Moderate,29.75,0.6641414141414141,48996.79000000001
27.8,49.2,9.9,14.9,23.8,7.4,1.04,10.5,441,Good,13.930000000000001,0.6644295302013423,25154.64
41.7,93.9,8.3,22.4,36.1,22.3,2.06,3.8,497,Poor,19.49,0.37053571428571436,45306.52
30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,638,Moderate,22.430000000000003,0.6837060702875398,51218.64
27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241,Good,27.48,0.9043715846994536,21986.43
40.3,89.3,193.1,212.6,39.0,18.2,2.32,10.2,758,Hazardous,150.64000000000001,0.9082784571966134,352636.75999999995
24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,656,Poor,25.280000000000005,0.7903225806451614,68912.8
28.9,56.2,30.9,40.8,23.7,9.1,1.63,6.4,572,Moderate,30.249999999999996,0.7573529411764706,60706.359999999986
26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,375,Good,12.87,0.6598639455782312,19113.75
24.4,48.1,14.8,19.8,24.5,4.3,0.87,12.0,381,Good,17.19,0.7474747474747475,24486.87
27.4,44.7,12.7,22.1,22.0,8.7,1.18,5.8,363,Moderate,16.98,0.5746606334841629,24204.840000000004
32.8,90.8,3.6,15.0,33.4,25.2,1.6,4.0,643,Poor,15.14,0.24000000000000002,50668.39999999999
36.6,49.9,2.0,14.5,30.5,9.1,1.29,5.4,565,Moderate,12.16,0.13793103448275862,32425.35
35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,421,Moderate,10.32,0.3544303797468354,22679.27
31.0,76.0,64.6,88.8,43.9,4.1,2.35,4.9,804,Poor,61.669999999999995,0.7274774774774775,163814.99999999997
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445,Poor,26.439999999999998,0.4638069705093834,47570.5
24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,Moderate,19.23,0.40277777777777773,26809.999999999996
29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,Good,8.91,0.26262626262626265,11995.83
33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,606,Moderate,20.66,0.8689320388349513,48746.64
20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,520,Good,7.25,0.05970149253731343,18496.4
25.7,42.0,10.0,17.4,22.7,7.2,1.16,10.4,384,Good,14.479999999999999,0.574712643678161,22448.64
30.0,87.5,33.8,43.1,28.7,12.2,1.63,6.3,561,Moderate,33.41,0.7842227378190254,67000.23000000001
23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447,Good,5.130000000000001,0.7380952380952381,10491.09
21.2,64.0,0.8,7.1,15.7,4.7,0.87,13.1,456,Good,6.06,0.11267605633802819,13301.519999999999
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,Good,9.41,0.7283950617283952,23045.04
21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301,Good,14.67,0.7171052631578948,17825.22
23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,Good,9.07,0.345679012345679,15276.029999999999
39.2,73.7,23.5,44.1,43.7,15.4,2.49,3.0,787,Hazardous,32.910000000000004,0.5328798185941043,101672.53
37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,640,Poor,22.81,0.45864661654135336,65824.0
32.9,110.4,20.8,40.4,32.0,25.8,2.5,5.0,775,Hazardous,29.419999999999995,0.5148514851485149,94162.5
32.9,63.2,13.1,24.0,23.1,4.1,1.32,11.1,522,Moderate,17.47,0.5458333333333333,34253.64
32.5,55.7,5.6,10.7,26.0,12.7,1.54,5.7,298,Moderate,11.919999999999998,0.5233644859813084,16848.92
37.6,90.9,76.1,78.8,38.6,11.1,1.74,4.7,506,Poor,62.91,0.965736040609137,104408.04
24.0,45.4,0.8,6.6,13.5,5.0,1.11,12.1,603,Good,5.5,0.12121212121212123,16287.029999999999
33.1,69.0,6.8,15.0,36.9,15.0,1.55,3.7,712,Poor,16.1,0.4533333333333333,53577.99999999999
33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,204,Good,9.15,0.4505494505494505,8347.68
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520,Good,37.49999999999999,0.8267419962335216,63299.59999999999
32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,Moderate,14.420000000000002,0.3958333333333333,34372.799999999996
20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459,Good,7.410000000000002,0.36538461538461536,14036.220000000001
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,Good,6.989999999999999,0.14285714285714288,11610.06
29.7,75.5,27.5,33.0,23.8,8.2,1.32,7.3,554,Moderate,26.48,0.8333333333333334,51976.28
28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,Moderate,38.36000000000001,0.8129770992366413,59926.090000000004
36.2,95.0,9.8,31.8,34.3,24.1,2.12,6.9,681,Poor,22.73,0.30817610062893086,69543.72
20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,298,Good,5.0600000000000005,0.09722222222222221,6979.160000000001
26.4,58.4,10.6,15.2,26.4,6.8,1.0,10.0,350,Good,14.760000000000002,0.6973684210526316,20999.999999999996
28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,560,Good,5.8999999999999995,0.21428571428571427,15282.4
24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,Good,6.430000000000001,0.32584269662921345,13420.800000000003
41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,479,Moderate,45.169999999999995,0.8718381112984824,71902.69
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574,Good,8.42,0.22972972972972971,23459.379999999997
26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,257,Good,9.56,0.5420560747663552,10364.81
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,Good,16.17,0.7301587301587302,18089.8
38.3,86.8,38.0,50.8,22.5,7.1,1.41,5.4,311,Moderate,35.65,0.7480314960629921,37260.909999999996
24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,360,Good,29.87,0.9058524173027991,35107.200000000004
40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,Poor,12.32,0.044585987261146494,36824.14
16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,189,Good,16.14,0.8316831683168318,10470.6
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good,6.490000000000001,0.3061224489795918,10325.68
27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687,Moderate,42.88,0.7537942664418213,101511.12000000001
26.5,59.9,92.7,98.0,25.4,-0.5,0.92,11.6,485,Good,71.51,0.9459183673469388,105012.2
22.0,69.7,32.0,34.7,28.9,3.8,1.21,10.6,239,Good,29.37,0.9221902017291066,24045.79
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,Poor,14.450000000000001,0.13529411764705881,58572.039999999986
24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,366,Good,8.610000000000001,0.5154639175257733,12908.819999999998
31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,Moderate,23.46,0.7254901960784313,49594.159999999996
31.8,106.5,18.7,34.3,32.8,19.2,2.79,4.1,670,Hazardous,26.25,0.5451895043731778,72219.3
33.2,76.0,78.8,87.1,27.7,13.1,1.36,9.0,679,Moderate,64.5,0.9047072330654421,141272.74
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,Moderate,47.75000000000001,0.9027113237639554,76800.0
24.1,43.5,0.0,5.1,13.8,5.2,0.91,11.8,399,Good,4.8100000000000005,0.0,9978.99
27.1,101.5,8.8,6.7,44.8,28.1,2.34,2.8,645,Hazardous,17.299999999999997,1.3134328358208955,58527.3
27.7,54.0,17.6,23.2,24.6,11.1,1.27,7.8,638,Moderate,20.03,0.7586206896551725,49617.259999999995
29.2,60.8,28.6,47.1,32.4,25.0,1.41,4.9,611,Poor,34.55,0.6072186836518046,82185.61
27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,Good,37.07,0.8923679060665362,43963.5
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,Moderate,10.71,0.3523809523809524,24004.719999999998
27.7,76.3,12.7,17.5,24.9,7.8,1.02,11.5,536,Good,16.09,0.7257142857142856,34261.12
39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,Moderate,15.96,0.6142131979695431,32561.899999999998
